,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
11974,2021-06-01,16:11,Tuesday,QUEEN STATION,PUSAC,3,6,S,YU,5616,Signals Axle Counter Block Failure
11975,2021-06-01,16:15,Tuesday,ST CLAIR STATION,MUDD,3,6,S,YU,5836,Door Problems - Debris Related
11976,2021-06-01,16:26,Tuesday,ST PATRICK STATION,SUDP,3,6,N,YU,5616,Disorderly Patron
11977,2021-06-01,16:34,Tuesday,YONGE BD STATION,SUDP,6,10,E,BD,5246,Disorderly Patron
11978,2021-06-01,16:54,Tuesday,DOWNSVIEW PARK STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
11979,2021-06-01,17:47,Tuesday,LAWRENCE WEST STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
11980,2021-06-01,17:56,Tuesday,BLOOR STATION,MUPAA,0,0,S,YU,5776,Passenger Assistance Alarm Activated - No Trouble Found
11981,2021-06-01,18:46,Tuesday,KIPLING STATION,TUMVS,0,0,W,BD,5161,Operator Violated Signal
11982,2021-06-01,19:30,Tuesday,VICTORIA PARK STATION,MUNCA,0,0,N/A,BD,0,
11983,2021-06-01,20:04,Tuesday,ST GEORGE BD STATION,MUIE,0,0,N/A,BD,0,Injured Employee
11984,2021-06-01,20:43,Tuesday,BLOOR STATION,MUPAA,0,0,N,YU,5626,Passenger Assistance Alarm Activated - No Trouble Found
11985,2021-06-01,21:57,Tuesday,MAIN STREET STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
11986,2021-06-01,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
11987,2021-06-01,22:32,Tuesday,LANSDOWNE STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
11988,2021-06-01,00:00,Tuesday,PIONEER VILLAGE TO VAU,MUO,0,0,N/A,YU,0,Miscellaneous Other
11989,2021-06-01,16:53,Tuesday,SHEPPARD-YONGE STATION,MUPAA,0,0,E,SHP,6171,Passenger Assistance Alarm Activated - No Trouble Found
11990,2021-06-02,13:08,Wednesday,ELLESMERE STATION,ERTC,5,10,E,SRT,3007,Train Control - VOBC
11991,2021-06-02,03:24,Wednesday,KIPLING STATION,SUUT,0,0,N/A,BD,0,Unauthorized at Track Level
11992,2021-06-02,03:37,Wednesday,FINCH STATION,SUO,0,0,N/A,YU,0,Passenger Other
11993,2021-06-02,17:10,Wednesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,N/A,SRT,0,Weather Reports / Related Delays
11994,2021-06-02,07:44,Wednesday,LANSDOWNE STATION,SUDP,3,7,E,BD,5280,Disorderly Patron
11995,2021-06-02,08:28,Wednesday,HIGHWAY 407 STATION,MUPAA,3,6,S,YU,5851,Passenger Assistance Alarm Activated - No Trouble Found
11996,2021-06-02,09:43,Wednesday,EGLINTON STATION,SUDP,4,7,S,YU,6051,Disorderly Patron
11997,2021-06-02,11:53,Wednesday,WELLESLEY STATION,SUO,0,0,N,YU,5406,Passenger Other
11998,2021-06-02,12:15,Wednesday,COXWELL STATION,MUSAN,3,7,E,BD,5132,Unsanitary Vehicle
11999,2021-06-02,12:57,Wednesday,BROADVIEW STATION,MUPAA,0,0,E,BD,5280,Passenger Assistance Alarm Activated - No Trouble Found
12000,2021-06-02,13:00,Wednesday,DUFFERIN STATION,MUDD,4,8,W,BD,5040,Door Problems - Debris Related
12001,2021-06-02,13:40,Wednesday,FINCH STATION,TUSC,0,0,S,YU,5676,Operator Overspeeding
12002,2021-06-02,13:51,Wednesday,LANSDOWNE STATION,MUPAA,0,0,E,BD,5286,Passenger Assistance Alarm Activated - No Trouble Found
12003,2021-06-02,13:57,Wednesday,KIPLING STATION,TUMVS,0,0,W,BD,5055,Operator Violated Signal
12004,2021-06-02,14:09,Wednesday,SHEPPARD-YONGE STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
12005,2021-06-02,14:13,Wednesday,FINCH WEST STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
12006,2021-06-02,14:53,Wednesday,CHRISTIE STATION,MUPAA,0,0,W,BD,5169,Passenger Assistance Alarm Activated - No Trouble Found
12007,2021-06-02,15:02,Wednesday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5208,Passenger Assistance Alarm Activated - No Trouble Found
12008,2021-06-02,16:00,Wednesday,BATHURST STATION,MUPLC,0,0,N/A,BD,0,Fire/Smoke Plan C
12009,2021-06-02,16:05,Wednesday,ROYAL YORK STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
12010,2021-06-02,17:08,Wednesday,VICTORIA PARK STATION,MUTD,0,0,W,BD,5148,Training Department Related Delays
12011,2021-06-02,17:16,Wednesday,RUNNYMEDE STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
12012,2021-06-02,17:37,Wednesday,BROADVIEW STATION,MUIRS,0,0,W,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
12013,2021-06-02,20:18,Wednesday,FINCH STATION,TUO,5,10,S,YU,6066,Transportation Department - Other
12014,2021-06-02,20:51,Wednesday,VAUGHAN MC STATION,TUNIP,3,10,S,YU,6071,Operator Not In Position
12015,2021-06-02,21:21,Wednesday,EGLINTON WEST STATION,SUDP,0,0,N,YU,5886,Disorderly Patron
12016,2021-06-02,21:44,Wednesday,SHERBOURNE STATION,MUIS,0,0,W,BD,5112,Injured or ill Customer (In Station) - Transported
12017,2021-06-02,21:48,Wednesday,OSSINGTON STATION,MUIS,0,0,E,BD,5196,Injured or ill Customer (In Station) - Transported
12018,2021-06-02,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
12019,2021-06-02,22:28,Wednesday,WARDEN STATION,MUIRS,0,0,N/A,N/A,0,Injured or ill Customer (In Station) - Medical Aid Refused
12020,2021-06-02,22:31,Wednesday,BATHURST STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
12021,2021-06-02,23:00,Wednesday,FINCH STATION TO EGLIN,MUO,0,0,N/A,YU,0,Miscellaneous Other
12022,2021-06-02,00:53,Wednesday,OSGOODE STATION,SUUT,7,14,N,YU,6036,Unauthorized at Track Level
12023,2021-06-02,00:56,Wednesday,BAY STATION,SUO,0,0,N/A,N/A,0,Passenger Other
12024,2021-06-02,01:09,Wednesday,KENNEDY BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12025,2021-06-03,06:29,Thursday,ELLESMERE STATION,ERDO,3,9,N,SRT,3019,Door Problems - Faulty Equipment
12026,2021-06-03,03:16,Thursday,QUEEN'S PARK STATION,PUMO,0,0,N/A,YU,0,Station Other
12027,2021-06-03,07:00,Thursday,KENNEDY SRT STATION,ERTC,3,9,N,SRT,3027,Train Control - VOBC
12028,2021-06-03,03:48,Thursday,KIPLING STATION,SUO,0,0,N/A,BD,0,Passenger Other
12029,2021-06-03,05:55,Thursday,KEELE STATION,EUVA,5,10,W,BD,5331,Warning Alarm Systems
12030,2021-06-03,08:06,Thursday,MCCOWAN STATION,ERTC,6,12,S,SRT,3002,Train Control - VOBC
12031,2021-06-03,08:37,Thursday,MCCOWAN STATION,ERCD,5,11,S,SRT,3014,Consequential Delay (2nd Delay Same Fault)
12032,2021-06-03,06:32,Thursday,SHEPPARD WEST STATION,EUBK,3,6,S,YU,5921,Brakes
12033,2021-06-03,18:31,Thursday,KENNEDY SRT STATION,ERCD,5,10,N,SRT,3009,Consequential Delay (2nd Delay Same Fault)
12034,2021-06-03,06:44,Thursday,LAWRENCE WEST STATION,EUCD,3,6,S,YU,5921,Consequential Delay (2nd Delay Same Fault)
12035,2021-06-03,07:41,Thursday,ROSEDALE STATION,MUATC,5,8,S,YU,5386,ATC Project
12036,2021-06-03,08:01,Thursday,SHEPPARD STATION,MUSC,3,6,S,YU,5876,Miscellaneous Speed Control
12037,2021-06-03,08:19,Thursday,GREENWOOD STATION,SUAE,0,0,W,BD,5148,Assault / Employee Involved
12038,2021-06-03,08:29,Thursday,ISLINGTON STATION,PUTIJ,0,0,E,BD,5196,Insulated Joint Related Problem
12039,2021-06-03,08:39,Thursday,ISLINGTON STATION,PUSTC,3,7,E,BD,5196,Signals - Track Circuit Problems
12040,2021-06-03,10:03,Thursday,FINCH STATION,MUSC,3,6,S,YU,5386,Miscellaneous Speed Control
12041,2021-06-03,10:53,Thursday,SUMMERHILL STATION,MUSC,0,0,N,YU,5841,Miscellaneous Speed Control
12042,2021-06-03,11:06,Thursday,VAUGHAN MC STATION,TUS,6,9,S,YU,5626,Crew Unable to Maintain Schedule
12043,2021-06-03,11:14,Thursday,CHRISTIE STATION,EUNT,5,9,W,BD,5361,Equipment - No Trouble Found
12044,2021-06-03,11:23,Thursday,KILPING STATION,SUDP,0,0,N/A,BD,7977,Disorderly Patron
12045,2021-06-03,11:25,Thursday,ISLINGTON STATION,PUSTC,8,12,E,BD,5002,Signals - Track Circuit Problems
12046,2021-06-03,11:35,Thursday,SUMMERHILL STATION,EUSC,3,6,N,YU,5836,Speed Control Equipment  
12047,2021-06-03,11:41,Thursday,KIPLING STATION,TUO,3,7,E,BD,5279,Transportation Department - Other
12048,2021-06-03,11:50,Thursday,SPADINA BD STATION,MUDD,4,8,E,BD,5253,Door Problems - Debris Related
12049,2021-06-03,11:58,Thursday,WILSON YARD,PUTO,8,15,S,YU,5851,T&S Other
12050,2021-06-03,12:11,Thursday,SHERBOURNE STATION,MUPAA,0,0,W,BD,5247,Passenger Assistance Alarm Activated - No Trouble Found
12051,2021-06-03,12:43,Thursday,LANSDOWNE STATION,SUDP,20,24,E,BD,5240,Disorderly Patron
12052,2021-06-03,13:19,Thursday,WELLESLEY STATION,MUPAA,3,6,S,YU,5676,Passenger Assistance Alarm Activated - No Trouble Found
12053,2021-06-03,13:42,Thursday,FINCH STATION,MUNOA,3,6,S,YU,5796,No Operator Immediately Available - Not E.S.A. Related 
12054,2021-06-03,14:36,Thursday,MAIN STREET STATION,MUSC,0,0,W,BD,5312,Miscellaneous Speed Control
12055,2021-06-03,15:20,Thursday,SPADINA BD STATION,MUIRS,0,0,W,BD,5211,Injured or ill Customer (In Station) - Medical Aid Refused
12056,2021-06-03,15:31,Thursday,SHERBOURNE STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron
12057,2021-06-03,16:14,Thursday,ROSEDALE STATION,EUDO,8,11,N,YU,5651,Door Problems - Faulty Equipment
12058,2021-06-03,16:51,Thursday,SHERBOURNE STATION,MUPAA,0,0,W,BD,5211,Passenger Assistance Alarm Activated - No Trouble Found
12059,2021-06-03,17:12,Thursday,KENNEDY BD STATION,MUPAA,0,0,N/A,BD,5280,Passenger Assistance Alarm Activated - No Trouble Found
12060,2021-06-03,17:29,Thursday,YONGE BD STATION,PUMST,0,0,N/A,BD,0,Station Stairway Incident 
12061,2021-06-03,18:17,Thursday,GREENWOOD STATION,MUD,6,10,E,BD,5269,Door Problems - Passenger Related
12062,2021-06-03,19:08,Thursday,ST CLAIR STATION,EUNT,3,6,N,YU,5466,Equipment - No Trouble Found
12063,2021-06-03,19:14,Thursday,YORK MILLS STATION,SUAE,0,0,N,YU,0,Assault / Employee Involved
12064,2021-06-03,19:29,Thursday,BATHURST STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12065,2021-06-03,20:04,Thursday,KENNEDY BD STATION,EUBO,5,12,W,BD,5086,Body
12066,2021-06-03,21:24,Thursday,SHERBOURNE STATION,MUPAA,5,12,W,BD,5203,Passenger Assistance Alarm Activated - No Trouble Found
12067,2021-06-03,22:00,Thursday,WARDEN STATION,SUAP,0,0,W,BD,5245,Assault / Patron Involved
12068,2021-06-03,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
12069,2021-06-03,22:12,Thursday,SUMMERHILL STATION,MUIS,0,0,N,YU,5931,Injured or ill Customer (In Station) - Transported
12070,2021-06-03,22:23,Thursday,DUNDAS STATION,SUAE,0,0,N,YU,0,Assault / Employee Involved
12071,2021-06-03,23:00,Thursday,FINCH STATION TO EGLIN,MUO,0,0,N/A,YU,0,Miscellaneous Other
12072,2021-06-03,23:42,Thursday,SPADINA YUS STATION,SUAP,0,0,N,YU,0,Assault / Patron Involved
12073,2021-06-03,23:51,Thursday,COLLEGE STATION,MUPAA,0,0,N,YU,5681,Passenger Assistance Alarm Activated - No Trouble Found
12074,2021-06-03,00:00,Thursday,VMC STATION TO PIONEER,MUO,0,0,N/A,YU,0,Miscellaneous Other
12075,2021-06-03,00:34,Thursday,DUNDAS WEST STATION,SUPOL,0,0,E,BD,5143,Held By Polce - Non-TTC Related
12076,2021-06-04,13:35,Friday,SRT LINE,MRWEA,0,0,N/A,SRT,0,Weather Reports / Related Delays
12077,2021-06-04,05:40,Friday,WILSON STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
12078,2021-06-04,06:06,Friday,MAIN STREET STATION,MUSC,0,0,W,BD,5219,Miscellaneous Speed Control
12079,2021-06-04,06:14,Friday,SHEPPARD WEST STATION,MUTO,4,8,N,YU,5936,Misc. Transportation Other - Employee Non-Chargeable
12080,2021-06-04,06:24,Friday,BLOOR STATION,TUCC,0,0,N,YU,5396,Transit Control Related Problems
12081,2021-06-04,08:21,Friday,FINCH STATION,MUSC,0,0,S,YU,5726,Miscellaneous Speed Control
12082,2021-06-04,08:23,Friday,SUMMERHILL STATION,MUSC,0,0,N,YU,5836,Miscellaneous Speed Control
12083,2021-06-04,08:39,Friday,VICTORIA PARK STATION,MUIR,32,36,W,BD,5260,Injured or ill Customer (On Train) - Medical Aid Refused
12084,2021-06-04,08:54,Friday,COLLEGE STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
12085,2021-06-04,09:02,Friday,WARDEN STATION,TUMVS,0,0,W,BD,5226,Operator Violated Signal
12086,2021-06-04,10:33,Friday,ROSEDALE STATION,TUMVS,4,7,S,YU,5436,Operator Violated Signal
12087,2021-06-04,11:35,Friday,YORK MILLS STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
12088,2021-06-04,11:51,Friday,ROYAL YORK STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12089,2021-06-04,11:59,Friday,PAPE STATION,SUPOL,4,8,E,BD,5040,Held By Polce - Non-TTC Related
12090,2021-06-04,12:49,Friday,FINCH STATION,MUSC,0,0,S,YU,5436,Miscellaneous Speed Control
12091,2021-06-04,13:14,Friday,ST CLAIR STATION,MUO,9,12,S,YU,5451,Miscellaneous Other
12092,2021-06-04,13:17,Friday,ISLINGTON STATION,PUSTS,9,13,E,BD,5040,Signals - Train Stops
12093,2021-06-04,14:00,Friday,YORK MILLS STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
12094,2021-06-04,14:06,Friday,DONLANDS STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12095,2021-06-04,14:28,Friday,KENNEDY BD STATION,EUDO,4,8,W,BD,5246,Door Problems - Faulty Equipment
12096,2021-06-04,14:28,Friday,ROYAL YORK STATION,TUSC,0,0,E,BD,5333,Operator Overspeeding
12097,2021-06-04,14:35,Friday,PAPE STATION,SUPOL,4,8,E,BD,5223,Held By Polce - Non-TTC Related
12098,2021-06-04,14:48,Friday,ISLINGTON STATION,PUSO,5,9,E,BD,5044,S/E/C Department Other
12099,2021-06-04,14:50,Friday,ST GEORGE YUS STATION,SUDP,3,6,S,YU,5591,Disorderly Patron
12100,2021-06-04,14:55,Friday,BLOOR STATION,SUDP,0,0,N,YU,5786,Disorderly Patron
12101,2021-06-04,15:15,Friday,COXWELL STATION,SUAE,9,13,W,BD,5262,Assault / Employee Involved
12102,2021-06-04,16:00,Friday,ST GEORGE BD STATION,PUMST,0,0,W,BD,0,Station Stairway Incident 
12103,2021-06-04,16:11,Friday,ISLINGTON STATION,TUSC,0,0,E,BD,5333,Operator Overspeeding
12104,2021-06-04,16:15,Friday,GLENCAIRN STATION,SUAP,0,0,N,YU,5772,Assault / Patron Involved
12105,2021-06-04,16:20,Friday,OSSINGTON STATION,MUI,16,20,W,BD,5211,Injured or ill Customer (On Train) - Transported
12106,2021-06-04,16:22,Friday,WILSON CARHOUSE,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
12107,2021-06-04,16:33,Friday,SPADINA YUS STATION,SUSA,0,0,N/A,YU,0,Sexual Assault
12108,2021-06-04,16:54,Friday,DAVISVILLE BUILD-UP,MUIR,3,6,S,YU,5841,Injured or ill Customer (On Train) - Medical Aid Refused
12109,2021-06-04,17:30,Friday,EGLINTON STATION,EUSC,0,0,S,YU,5466,Speed Control Equipment  
12110,2021-06-04,17:54,Friday,ROYAL YORK STATION,TUSC,0,0,E,BD,5333,Operator Overspeeding
12111,2021-06-04,17:56,Friday,GLENCAIRN STATION,SUDP,0,0,N,YU,5906,Disorderly Patron
12112,2021-06-04,18:32,Friday,ST GEORGE BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12113,2021-06-04,19:08,Friday,KIPLING STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12114,2021-06-04,19:31,Friday,KENNEDY BD STATION,TUO,7,14,E,BD,5313,Transportation Department - Other
12115,2021-06-04,20:10,Friday,OLD MILL STATION,MUPAA,3,10,E,BD,5206,Passenger Assistance Alarm Activated - No Trouble Found
12116,2021-06-04,20:54,Friday,UNION STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
12117,2021-06-04,22:00,Friday,KENNEDY BD STATION,TUNIP,7,14,W,BD,5152,Operator Not In Position
12118,2021-06-04,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
12119,2021-06-04,22:07,Friday,DUFFERIN STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
12120,2021-06-04,00:03,Friday,BROADVIEW STATION,SUDP,3,10,E,BD,5305,Disorderly Patron
12121,2021-06-04,01:37,Friday,VAUGHAN MC STATION,MUIS,0,0,S,YU,5831,Injured or ill Customer (In Station) - Transported
12122,2021-06-05,02:07,Saturday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
12123,2021-06-05,09:12,Saturday,SCARBOROUGH RAPID TRA,MRWEA,0,0,N/A,SRT,0,Weather Reports / Related Delays
12124,2021-06-05,02:10,Saturday,KIPLING STATION,SUDP,0,0,N/A,BD,5029,Disorderly Patron
12125,2021-06-05,05:55,Saturday,UNION STATION,PUSAC,14,0,N,YU,5381,Signals Axle Counter Block Failure
12126,2021-06-05,05:57,Saturday,ST. PATRICK STATION,MUATC,8,0,S,YU,5886,ATC Project
12127,2021-06-05,06:23,Saturday,KIPLING STATION,EUNT,5,10,E,BD,5175,Equipment - No Trouble Found
12128,2021-06-05,06:34,Saturday,ROSEDALE STATION,MUSC,0,0,N,YU,5976,Miscellaneous Speed Control
12129,2021-06-05,07:35,Saturday,GLENCAIRN STATION,PUSAC,6,12,N,YU,5881,Signals Axle Counter Block Failure
12130,2021-06-05,07:52,Saturday,COXWELL STATION,PUTIJ,3,8,E,BD,5262,Insulated Joint Related Problem
12131,2021-06-05,08:13,Saturday,JANE STATION,MUPAA,0,0,W,BD,5312,Passenger Assistance Alarm Activated - No Trouble Found
12132,2021-06-05,10:17,Saturday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5073,Passenger Assistance Alarm Activated - No Trouble Found
12133,2021-06-05,10:26,Saturday,ST GEORGE BD STATION,TUCC,3,8,E,BD,5026,Transit Control Related Problems
12134,2021-06-05,10:47,Saturday,RUNNYMEDE STATION,MUDD,3,8,E,BD,5325,Door Problems - Debris Related
12135,2021-06-05,10:58,Saturday,ST CLAIR STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
12136,2021-06-05,11:13,Saturday,ROSEDALE STATION,MUATC,6,10,S,YU,5461,ATC Project
12137,2021-06-05,11:17,Saturday,VICTORIA PARK STATION,MUIS,0,0,W,BD,5084,Injured or ill Customer (In Station) - Transported
12138,2021-06-05,11:28,Saturday,ROSEDALE STATION,MUATC,3,7,S,YU,5871,ATC Project
12139,2021-06-05,12:03,Saturday,ROSEDALE STATION,SUDP,3,7,S,YU,5751,Disorderly Patron
12140,2021-06-05,12:14,Saturday,OSSINGTON STATION,EUNT,7,12,E,BD,5269,Equipment - No Trouble Found
12141,2021-06-05,12:48,Saturday,BLOOR STATION,MUPAA,0,0,N,YU,5736,Passenger Assistance Alarm Activated - No Trouble Found
12142,2021-06-05,13:39,Saturday,EGLINTON STATION,MUPAA,0,0,S,YU,5626,Passenger Assistance Alarm Activated - No Trouble Found
12143,2021-06-05,13:40,Saturday,VICTORIA PARK STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12144,2021-06-05,13:50,Saturday,FINCH STATION,MUO,5,9,S,YU,5871,Miscellaneous Other
12145,2021-06-05,14:42,Saturday,FINCH STATION,MUPAA,0,0,S,YU,6021,Passenger Assistance Alarm Activated - No Trouble Found
12146,2021-06-05,16:10,Saturday,BLOOR STATION,MUPAA,0,0,S,YU,5566,Passenger Assistance Alarm Activated - No Trouble Found
12147,2021-06-05,16:25,Saturday,HIGH PARK STATION,SUDP,0,0,E,BD,5370,Disorderly Patron
12148,2021-06-05,16:37,Saturday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5262,Passenger Assistance Alarm Activated - No Trouble Found
12149,2021-06-05,16:53,Saturday,ST CLAIR STATION,SUO,29,33,S,YU,5686,Passenger Other
12150,2021-06-05,17:05,Saturday,RUNNYMEDE STATION,SUO,9,14,W,BD,5169,Passenger Other
12151,2021-06-05,17:47,Saturday,QUEEN STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
12152,2021-06-05,18:02,Saturday,COLLEGE STATION,SUDP,0,0,S,YU,5841,Disorderly Patron
12153,2021-06-05,18:23,Saturday,HIGH PARK STATION,SUEAS,18,22,E,BD,5053,Emergency Alarm Station Activation
12154,2021-06-05,19:03,Saturday,WARDEN STATION,SUUT,0,0,E,BD,5062,Unauthorized at Track Level
12155,2021-06-05,19:10,Saturday,DUNDAS STATION,SUDP,8,13,N,YU,5651,Disorderly Patron
12156,2021-06-05,19:25,Saturday,VAUGHAN MC STATION,TUNIP,5,10,S,YU,6031,Operator Not In Position
12157,2021-06-05,19:54,Saturday,HIGH PARK STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
12158,2021-06-05,20:05,Saturday,ST GEORGE YUS STATION,SUDP,3,8,N,YU,5906,Disorderly Patron
12159,2021-06-05,20:18,Saturday,DAVISVILLE CARHOUSE,MUO,0,0,N/A,YU,0,Miscellaneous Other
12160,2021-06-05,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
12161,2021-06-05,22:54,Saturday,GREENWOOD STATION,MUD,8,14,E,BD,5175,Door Problems - Passenger Related
12162,2021-06-05,23:29,Saturday,BATHURST STATION,SUDP,3,9,W,BD,5213,Disorderly Patron
12163,2021-06-05,23:34,Saturday,GLENCAIRN STATION,MUSAN,7,14,N,YU,5686,Unsanitary Vehicle
12164,2021-06-05,23:43,Saturday,UNION STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
12165,2021-06-05,23:56,Saturday,CHESTER STATION,TUMVS,0,0,E,BD,5189,Operator Violated Signal
12166,2021-06-05,00:15,Saturday,FINCH STATION,SUEAS,8,15,N,YU,5381,Emergency Alarm Station Activation
12167,2021-06-05,00:42,Saturday,ST CLAIR WEST STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
12168,2021-06-05,11:11,Saturday,LESLIE STATION (LEAVIN,MUPR1,111,116,W,SHP,6176,Priority One - Train in Contact With Person
12169,2021-06-05,13:05,Saturday,DON MILLS STATION,MUSC,0,0,W,SHP,6141,Miscellaneous Speed Control
12170,2021-06-05,13:27,Saturday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6181,Miscellaneous Speed Control
12171,2021-06-05,20:01,Saturday,SHEPPARD-YONGE STATION,TUSC,0,0,W,SHP,6196,Operator Overspeeding
12172,2021-06-06,03:15,Sunday,KENNEDY BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
12173,2021-06-06,09:07,Sunday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,N/A,SRT,0,Weather Reports / Related Delays
12174,2021-06-06,06:22,Sunday,SPADINA BD STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
12175,2021-06-06,08:00,Sunday,BLOOR DANFORTH SUBWAY,MUO,0,0,N/A,BD,0,Miscellaneous Other
12176,2021-06-06,08:54,Sunday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5175,Passenger Assistance Alarm Activated - No Trouble Found
12177,2021-06-06,09:38,Sunday,MAIN STREET STATION,MUD,0,0,W,BD,5266,Door Problems - Passenger Related
12178,2021-06-06,09:55,Sunday,QUEEN STATION,EUDO,5,10,N,YU,6031,Door Problems - Faulty Equipment
12179,2021-06-06,10:49,Sunday,KENNEDY BD STATION,EUBK,4,8,E,BD,5109,Brakes
12180,2021-06-06,11:11,Sunday,ST CLAIR STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
12181,2021-06-06,12:22,Sunday,EGLINTON STATION,TUO,5,10,N,YU,5406,Transportation Department - Other
12182,2021-06-06,12:48,Sunday,CASTLE FRANK STATION,SUDP,0,0,W,BD,5173,Disorderly Patron
12183,2021-06-06,12:54,Sunday,YONGE BD STATION,SUO,0,0,N/A,BD,0,Passenger Other
12184,2021-06-06,13:44,Sunday,KENNEDY BD STATION,MUTO,5,9,E,BD,5226,Misc. Transportation Other - Employee Non-Chargeable
12185,2021-06-06,13:53,Sunday,SHEPPARD STATION,MUPAA,0,0,N,YU,6061,Passenger Assistance Alarm Activated - No Trouble Found
12186,2021-06-06,14:40,Sunday,ST PATRICK STATION,MUPAA,0,0,N,YU,5816,Passenger Assistance Alarm Activated - No Trouble Found
12187,2021-06-06,14:48,Sunday,VICTORIA PARK STATION,MUIS,0,0,W,BD,0,Injured or ill Customer (In Station) - Transported
12188,2021-06-06,15:06,Sunday,VAUGHAN MC STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
12189,2021-06-06,15:30,Sunday,CASTLE FRANK STATION,MUPAA,0,0,E,BD,5193,Passenger Assistance Alarm Activated - No Trouble Found
12190,2021-06-06,15:34,Sunday,BATHURST STATION,EUME,7,11,E,BD,5066,RC&S Maintenance Error - (Human)
12191,2021-06-06,15:57,Sunday,BLOOR STATION,SUDP,3,8,N,YU,5426,Disorderly Patron
12192,2021-06-06,16:18,Sunday,KEELE STATION,MUSC,0,0,W,BD,5150,Miscellaneous Speed Control
12193,2021-06-06,16:58,Sunday,WELLESLEY STATION,MUPAA,0,0,N,YU,5766,Passenger Assistance Alarm Activated - No Trouble Found
12194,2021-06-06,17:22,Sunday,GREENWOOD STATION,MUPR1,97,101,W,BD,5171,Priority One - Train in Contact With Person
12195,2021-06-06,18:25,Sunday,KIPLING STATION,MUTO,5,9,E,BD,5073,Misc. Transportation Other - Employee Non-Chargeable
12196,2021-06-06,18:29,Sunday,KIPLING STATION,MUPAA,0,0,E,BD,5066,Passenger Assistance Alarm Activated - No Trouble Found
12197,2021-06-06,18:40,Sunday,OSSINGTON STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
